2.253596e+00	0.000000e+00
2.303409e+00	-1.117523e+01
2.353221e+00	-1.266077e+01
2.403034e+00	-1.091636e+01
2.452846e+00	-1.018413e+01
2.502659e+00	-4.650470e+00
2.552471e+00	-1.014501e+00
2.602284e+00	9.215117e+00
2.652097e+00	1.926293e+01
2.701909e+00	1.697809e+01
2.751722e+00	1.804907e+01
2.801534e+00	2.358936e+01
2.851347e+00	2.124631e+01
2.901159e+00	2.258904e+01
2.950972e+00	2.168455e+01
3.000784e+00	2.321866e+01
3.050597e+00	2.534231e+01
3.100410e+00	2.971333e+01
3.150222e+00	3.378401e+01
3.200035e+00	4.049245e+01
3.249847e+00	4.099928e+01
3.299660e+00	4.495012e+01
3.349472e+00	4.475581e+01
3.399285e+00	4.981116e+01
3.449097e+00	5.294230e+01
3.498910e+00	5.657714e+01
3.548722e+00	6.037870e+01
3.598535e+00	6.202309e+01
3.648348e+00	6.104910e+01
3.698160e+00	5.888038e+01
3.747973e+00	5.793101e+01
3.797785e+00	6.007500e+01
3.847598e+00	6.000907e+01
3.897410e+00	6.081053e+01
3.947223e+00	5.997106e+01
3.997035e+00	5.942696e+01
4.046848e+00	5.786263e+01
4.096661e+00	5.511050e+01
4.146473e+00	5.561390e+01
4.196286e+00	5.709592e+01
4.246098e+00	5.600390e+01
4.295911e+00	5.448769e+01
4.345723e+00	5.465537e+01
4.395536e+00	5.550161e+01
4.445348e+00	5.607918e+01
4.495161e+00	5.806751e+01
4.544974e+00	5.756116e+01
4.594786e+00	6.128756e+01
4.644599e+00	6.101538e+01
4.694411e+00	5.750563e+01
4.744224e+00	5.694601e+01
4.794036e+00	5.965460e+01
4.843849e+00	6.176894e+01
4.893661e+00	6.425534e+01
4.943474e+00	6.314658e+01
4.993286e+00	6.038080e+01
5.043099e+00	6.125626e+01
5.092912e+00	6.119223e+01
5.142724e+00	6.089589e+01
5.192537e+00	6.254142e+01
5.242349e+00	6.341922e+01
5.292162e+00	6.201595e+01
5.341974e+00	6.118550e+01
5.391787e+00	6.315180e+01
5.441599e+00	6.446571e+01
5.491412e+00	6.614081e+01
5.541225e+00	6.596941e+01
5.591037e+00	6.911861e+01
5.640850e+00	6.979437e+01
5.690662e+00	6.775740e+01
5.740475e+00	6.827895e+01
5.790287e+00	6.735611e+01
5.840100e+00	6.772803e+01
5.889912e+00	6.984897e+01
5.939725e+00	7.045954e+01
5.989537e+00	6.933431e+01
6.039350e+00	6.879435e+01
6.089163e+00	6.753954e+01
6.138975e+00	6.756956e+01
6.188788e+00	6.610072e+01
6.238600e+00	6.564314e+01
6.288413e+00	6.594139e+01
6.338225e+00	6.685776e+01
6.388038e+00	6.694887e+01
6.437850e+00	6.901353e+01
6.487663e+00	6.948436e+01
6.537476e+00	6.972313e+01
6.587288e+00	6.819010e+01
6.637101e+00	6.852341e+01
6.686913e+00	6.654958e+01
6.736726e+00	6.711392e+01
6.786538e+00	6.674042e+01
6.836351e+00	6.777379e+01
6.886163e+00	6.591678e+01
6.935976e+00	6.616707e+01
6.985788e+00	6.523673e+01
7.035601e+00	6.564515e+01
7.085414e+00	6.468583e+01
7.135226e+00	6.584440e+01
7.185039e+00	6.348323e+01
7.234851e+00	6.380500e+01
7.284664e+00	6.171008e+01
7.334476e+00	6.360149e+01
7.384289e+00	6.626048e+01
7.434101e+00	6.686616e+01
7.483914e+00	6.731949e+01
7.533727e+00	6.859169e+01
7.583539e+00	6.914868e+01
7.633352e+00	6.976250e+01
7.683164e+00	6.796662e+01
7.732977e+00	6.824970e+01
7.782789e+00	6.630762e+01
7.832602e+00	6.681910e+01
7.882414e+00	6.388989e+01
7.932227e+00	6.391206e+01
7.982039e+00	6.290478e+01
8.031852e+00	6.492489e+01
8.081665e+00	6.539219e+01
8.131477e+00	6.651145e+01
8.181290e+00	6.656946e+01
8.231102e+00	6.745552e+01
8.280915e+00	6.517185e+01
8.330727e+00	6.564419e+01
8.380540e+00	6.537928e+01
8.430352e+00	6.714155e+01
8.480165e+00	6.621078e+01
8.529978e+00	6.811606e+01
8.579790e+00	6.773341e+01
8.629603e+00	6.875022e+01
8.679415e+00	6.924386e+01
8.729228e+00	7.115921e+01
8.779040e+00	6.845760e+01
8.828853e+00	7.040467e+01
8.878665e+00	7.005196e+01
8.928478e+00	7.128401e+01
8.978291e+00	6.859194e+01
9.028103e+00	7.060034e+01
9.077916e+00	6.970261e+01
9.127728e+00	7.150706e+01
9.177541e+00	7.052465e+01
9.227353e+00	7.274706e+01
9.277166e+00	7.378540e+01
9.326978e+00	7.663439e+01
9.376791e+00	7.393454e+01
9.426603e+00	7.492070e+01
9.476416e+00	7.272573e+01
9.526229e+00	7.371832e+01
9.576041e+00	7.150575e+01
9.625854e+00	7.247446e+01
9.675666e+00	7.111718e+01
9.725479e+00	7.406420e+01
9.775291e+00	7.393717e+01
9.825104e+00	7.641129e+01
9.874916e+00	7.544969e+01
9.924729e+00	7.894248e+01
9.974542e+00	7.916945e+01
